Date,Time,Ia,Ig,Ia 2nd Limit,Ia 1st Limit,Conv_Speed,Product_Temp,Electrode_Set,Electrode_Act
25/03/2025,14:44:33,1.52,0.56,1.7,1.5,0.2,69,75,93.5
25/03/2025,14:44:38,1.52,0.56,1.7,1.5,0.2,69,75,93.5
25/03/2025,14:44:43,1.52,0.56,1.7,1.5,0.2,69,75,93.5
25/03/2025,14:44:48,1.52,0.56,1.7,1.5,0.2,69,75,93.5
25/03/2025,14:44:53,1.52,0.56,1.7,1.5,0.2,69,75,93.5
25/03/2025,14:44:58,1.51,0.56,1.7,1.5,0.2,69,75,93.5
25/03/2025,14:45:03,1.51,0.56,1.7,1.5,0.2,69,75,93.5
25/03/2025,14:45:08,1.51,0.56,1.7,1.5,0.2,68,75,93.5
25/03/2025,14:45:13,1.51,0.57,1.7,1.5,0.2,69,75,93.5
25/03/2025,14:45:18,1.51,0.56,1.7,1.5,0.2,68,75,93.5
25/03/2025,14:45:23,1.5,0.56,1.7,1.5,0.2,68,75,93.5
25/03/2025,14:45:28,1.51,0.56,1.7,1.5,0.2,68,75,93.4
25/03/2025,14:45:33,1.51,0.56,1.7,1.5,0.2,68,75,93.4
25/03/2025,14:45:38,1.5,0.56,1.7,1.5,0.2,68,75,93.4
25/03/2025,14:45:43,1.5,0.56,1.7,1.5,0.2,69,75,93.4
25/03/2025,14:45:48,1.51,0.56,1.7,1.5,0.2,69,75,93.4
25/03/2025,14:45:53,1.5,0.56,1.7,1.5,0.2,69,75,93.4
25/03/2025,14:45:58,1.5,0.56,1.7,1.5,0.2,69,75,93.4
25/03/2025,14:46:03,1.5,0.56,1.7,1.5,0.2,69,75,93.4
25/03/2025,14:46:08,1.54,0.56,1.7,1.5,0.2,68,75,93.3
25/03/2025,14:46:13,1.54,0.56,1.7,1.5,0.2,69,75,93.3
25/03/2025,14:46:18,1.54,0.56,1.7,1.5,0.2,69,75,93.3
25/03/2025,14:46:23,1.53,0.56,1.7,1.5,0.2,69,75,93.3
25/03/2025,14:46:28,1.52,0.56,1.7,1.5,0.2,69,75,93.3
25/03/2025,14:46:33,1.52,0.56,1.7,1.5,0.2,69,75,93.3
25/03/2025,14:46:38,1.51,0.56,1.7,1.5,0.2,69,75,93.3
25/03/2025,14:46:43,1.5,0.56,1.7,1.5,0.2,70,75,93.3
25/03/2025,14:46:48,1.52,0.56,1.7,1.5,0.2,71,75,93.2
25/03/2025,14:46:53,1.51,0.56,1.7,1.5,0.2,71,75,93.2
25/03/2025,14:46:58,1.51,0.56,1.7,1.5,0.2,72,75,93.2
25/03/2025,14:47:03,1.5,0.57,1.7,1.5,0.2,71,75,93.2
25/03/2025,14:47:08,1.53,0.56,1.7,1.5,0.2,71,75,93.2
25/03/2025,14:47:13,1.52,0.56,1.7,1.5,0.2,70,75,93.2
25/03/2025,14:47:18,1.52,0.56,1.7,1.5,0.2,69,75,93.2
25/03/2025,14:47:23,1.51,0.56,1.7,1.5,0.2,69,75,93.2
25/03/2025,14:47:28,1.51,0.56,1.7,1.5,0.2,69,75,93.2
25/03/2025,14:47:33,1.5,0.56,1.7,1.5,0.2,69,75,93.2
25/03/2025,14:47:38,1.5,0.56,1.7,1.5,0.2,69,75,93.2
25/03/2025,14:47:43,1.53,0.56,1.7,1.5,0.2,68,75,93.1
25/03/2025,14:47:48,1.53,0.56,1.7,1.5,0.2,69,75,93.1
25/03/2025,14:47:53,1.52,0.57,1.7,1.5,0.2,68,75,93.1
25/03/2025,14:47:58,1.51,0.56,1.7,1.5,0.2,69,75,93.1
25/03/2025,14:48:03,1.5,0.57,1.7,1.5,0.2,69,75,93.1
