Date,Time,Ia,Ig,Ia 2nd Limit,Ia 1st Limit,Conv_Speed,Product_Temp,Electrode_Set,Electrode_Act
25/03/2025,11:01:16,0.28,0.65,1.7,1.5,0.2,26,75,75.2
25/03/2025,11:01:21,0.28,0.65,1.7,1.5,0.2,26,75,75.2
25/03/2025,11:01:26,0.28,0.65,1.7,1.5,0.2,26,75,75.2
25/03/2025,11:01:31,0.29,0.65,1.7,1.5,0.2,26,75,75.2
25/03/2025,11:01:36,0.29,0.65,1.7,1.5,0.2,27,75,75.2
25/03/2025,11:01:41,0.29,0.65,1.7,1.5,0.2,27,75,75.2
25/03/2025,11:01:46,0.28,0.65,1.7,1.5,0.2,27,75,75.2
25/03/2025,11:01:51,0.29,0.65,1.7,1.5,0.2,27,75,75.2
25/03/2025,11:01:56,0.29,0.65,1.7,1.5,0.2,27,75,75.2
25/03/2025,11:02:01,0.29,0.65,1.7,1.5,0.2,27,75,75.2
25/03/2025,11:02:06,0.29,0.65,1.7,1.5,0.2,28,75,75.2
25/03/2025,11:02:11,0.29,0.65,1.7,1.5,0.2,27,75,75.2
25/03/2025,11:02:16,0.29,0.65,1.7,1.5,0.2,28,75,75.2
25/03/2025,11:02:21,0.29,0.65,1.7,1.5,0.2,28,75,75.2
25/03/2025,11:02:26,0.29,0.65,1.7,1.5,0.2,28,75,75.2
25/03/2025,11:02:31,0.29,0.65,1.7,1.5,0.2,28,75,75.2
25/03/2025,11:02:36,0.29,0.65,1.7,1.5,0.2,28,75,75.2
25/03/2025,11:02:41,0.29,0.65,1.7,1.5,0.2,29,75,75.2
25/03/2025,11:02:46,0.29,0.65,1.7,1.5,0.2,29,75,75.2
25/03/2025,11:02:51,0.29,0.65,1.7,1.5,0.2,29,75,75.2
25/03/2025,11:02:56,0.29,0.65,1.7,1.5,0.2,29,75,75.2
25/03/2025,11:03:01,0.29,0.65,1.7,1.5,0.2,29,75,75.2
25/03/2025,11:03:06,0.29,0.65,1.7,1.5,0.2,29,75,75.2
25/03/2025,11:03:11,0.29,0.65,1.7,1.5,0.2,29,75,75.2
25/03/2025,11:03:16,0.29,0.65,1.7,1.5,0.2,29,75,75.2
25/03/2025,11:03:21,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:03:26,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:03:31,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:03:36,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:03:41,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:03:46,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:03:51,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:03:56,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:04:01,0.29,0.65,1.7,1.5,0.2,30,75,75.2
25/03/2025,11:04:06,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:11,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:16,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:21,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:26,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:31,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:36,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:41,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:46,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:51,0.28,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:04:56,0.29,0.65,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:05:01,0.29,0.64,1.7,1.5,0.2,31,75,75.2
25/03/2025,11:05:06,0.29,0.64,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:11,0.29,0.64,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:16,0.29,0.64,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:21,0.3,0.63,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:26,0.31,0.63,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:31,0.32,0.62,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:36,0.34,0.62,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:41,0.37,0.62,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:46,0.4,0.62,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:51,0.43,0.61,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:05:56,0.46,0.61,1.7,1.5,0.2,32,75,75.2
25/03/2025,11:06:01,0.49,0.61,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:06,0.52,0.61,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:11,0.56,0.61,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:16,0.59,0.61,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:21,0.62,0.61,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:26,0.66,0.6,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:31,0.69,0.6,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:36,0.73,0.6,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:41,0.78,0.59,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:46,0.82,0.59,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:51,0.87,0.6,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:06:56,0.91,0.59,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:07:01,0.96,0.59,1.7,1.5,0.2,33,75,75.2
25/03/2025,11:07:06,1,0.59,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:11,1.05,0.59,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:16,1.1,0.59,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:21,1.15,0.59,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:26,1.21,0.59,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:31,1.26,0.58,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:36,1.32,0.58,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:41,1.38,0.58,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:46,1.43,0.57,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:51,1.49,0.57,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:07:56,1.54,0.56,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:08:01,1.6,0.56,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:08:06,1.66,0.56,1.7,1.5,0.2,34,75,75.2
25/03/2025,11:08:11,1.63,0.56,1.7,1.5,0.2,35,75,75.4
25/03/2025,11:08:16,1.69,0.55,1.7,1.5,0.2,35,75,75.4
25/03/2025,11:08:21,1.7,0.55,1.7,1.5,0.2,35,75,75.5
25/03/2025,11:08:26,1.68,0.55,1.7,1.5,0.2,35,75,75.6
25/03/2025,11:08:31,1.66,0.56,1.7,1.5,0.2,35,75,75.8
25/03/2025,11:08:36,1.67,0.56,1.7,1.5,0.2,35,75,75.8
25/03/2025,11:08:41,1.68,0.55,1.7,1.5,0.2,35,75,75.8
25/03/2025,11:08:46,1.69,0.55,1.7,1.5,0.2,35,75,75.8
25/03/2025,11:08:51,1.66,0.56,1.7,1.5,0.2,35,75,75.9
25/03/2025,11:08:56,1.67,0.56,1.7,1.5,0.2,35,75,75.9
25/03/2025,11:09:01,1.68,0.56,1.7,1.5,0.2,35,75,75.9
25/03/2025,11:09:06,1.69,0.56,1.7,1.5,0.2,35,75,75.9
25/03/2025,11:09:11,1.68,0.56,1.7,1.5,0.2,35,75,75.9
25/03/2025,11:09:16,1.7,0.55,1.7,1.5,0.2,35,75,75.9
25/03/2025,11:09:21,1.65,0.56,1.7,1.5,0.2,36,75,76.1
25/03/2025,11:09:26,1.67,0.56,1.7,1.5,0.2,36,75,76.1
25/03/2025,11:09:31,1.66,0.56,1.7,1.5,0.2,36,75,76.2
25/03/2025,11:09:36,1.71,0.55,1.7,1.5,0.2,36,75,76.2
25/03/2025,11:09:41,1.55,0.56,1.7,1.5,0.2,36,75,76.4
25/03/2025,11:09:46,1.62,0.56,1.7,1.5,0.2,36,75,76.4
25/03/2025,11:09:51,1.7,0.55,1.7,1.5,0.2,36,75,76.5
25/03/2025,11:09:56,1.67,0.56,1.7,1.5,0.2,36,75,76.9
25/03/2025,11:10:01,1.72,0.55,1.7,1.5,0.2,36,75,77.2
25/03/2025,11:10:06,1.68,0.56,1.7,1.5,0.2,36,75,77.8
25/03/2025,11:10:11,1.71,0.57,1.7,1.5,0.2,36,75,78.3
25/03/2025,11:10:20,0.47,0.64,1.7,1.5,0.2,36,75,85.4
25/03/2025,11:10:25,1.64,0.56,1.7,1.5,0.2,36,75,79.2
25/03/2025,11:10:30,1.7,0.56,1.7,1.5,0.2,36,75,79.5
25/03/2025,11:10:35,1.66,0.56,1.7,1.5,0.2,36,75,80
25/03/2025,11:10:40,1.65,0.56,1.7,1.5,0.2,36,75,80.3
25/03/2025,11:10:45,1.64,0.56,1.7,1.5,0.2,37,75,80.7
25/03/2025,11:10:50,1.66,0.56,1.7,1.5,0.2,37,75,81
25/03/2025,11:10:55,1.7,0.56,1.7,1.5,0.2,37,75,81.2
25/03/2025,11:11:00,1.7,0.55,1.7,1.5,0.2,37,75,81.4
25/03/2025,11:11:05,1.68,0.56,1.7,1.5,0.2,37,75,81.8
25/03/2025,11:11:10,1.68,0.56,1.7,1.5,0.2,37,75,82.1
25/03/2025,11:11:15,1.64,0.56,1.7,1.5,0.2,37,75,82.4
25/03/2025,11:11:20,1.65,0.56,1.7,1.5,0.2,37,75,82.7
25/03/2025,11:11:25,1.66,0.56,1.7,1.5,0.2,37,75,83
25/03/2025,11:11:30,1.69,0.56,1.7,1.5,0.2,37,75,83.2
25/03/2025,11:11:35,1.69,0.55,1.7,1.5,0.2,37,75,83.5
25/03/2025,11:11:40,1.7,0.55,1.7,1.5,0.2,37,75,83.7
25/03/2025,11:11:45,1.69,0.55,1.7,1.5,0.2,37,75,84
25/03/2025,11:11:50,1.65,0.56,1.7,1.5,0.2,37,75,84.4
25/03/2025,11:11:55,1.7,0.55,1.7,1.5,0.2,37,75,84.5
25/03/2025,11:12:00,1.67,0.56,1.7,1.5,0.2,37,75,84.8
25/03/2025,11:12:05,1.67,0.56,1.7,1.5,0.2,37,75,85
25/03/2025,11:12:10,1.67,0.55,1.7,1.5,0.2,37,75,85.2
25/03/2025,11:12:15,1.71,0.55,1.7,1.5,0.2,37,75,85.3
25/03/2025,11:12:20,1.71,0.55,1.7,1.5,0.2,37,75,85.6
25/03/2025,11:12:25,1.71,0.55,1.7,1.5,0.2,37,75,85.8
25/03/2025,11:12:30,1.65,0.55,1.7,1.5,0.2,37,75,86.1
25/03/2025,11:12:35,1.7,0.55,1.7,1.5,0.2,37,75,86.2
25/03/2025,11:12:40,1.64,0.55,1.7,1.5,0.2,38,75,86.4
25/03/2025,11:12:45,1.69,0.55,1.7,1.5,0.2,38,75,86.5
25/03/2025,11:12:50,1.64,0.56,1.7,1.5,0.2,38,75,86.8
25/03/2025,11:12:55,1.68,0.55,1.7,1.5,0.2,38,75,86.8
25/03/2025,11:13:00,1.66,0.55,1.7,1.5,0.2,38,75,87
25/03/2025,11:13:05,1.7,0.55,1.7,1.5,0.2,38,75,87
25/03/2025,11:13:10,1.69,0.55,1.7,1.5,0.2,38,75,87.1
25/03/2025,11:13:15,1.67,0.55,1.7,1.5,0.2,38,75,87.2
25/03/2025,11:13:20,1.69,0.55,1.7,1.5,0.2,38,75,87.2
25/03/2025,11:13:25,1.69,0.55,1.7,1.5,0.2,38,75,87.2
25/03/2025,11:13:30,1.66,0.55,1.7,1.5,0.2,38,75,87.3
25/03/2025,11:13:35,1.66,0.55,1.7,1.5,0.2,38,75,87.3
25/03/2025,11:13:40,1.65,0.55,1.7,1.5,0.2,38,75,87.3
25/03/2025,11:13:45,1.65,0.55,1.7,1.5,0.2,39,75,87.3
25/03/2025,11:13:50,1.65,0.55,1.7,1.5,0.2,39,75,87.3
25/03/2025,11:13:55,1.65,0.55,1.7,1.5,0.2,39,75,87.3
25/03/2025,11:14:00,1.65,0.56,1.7,1.5,0.2,39,75,87.3
25/03/2025,11:14:05,1.64,0.55,1.7,1.5,0.2,39,75,87.3
25/03/2025,11:14:10,1.64,0.56,1.7,1.5,0.2,39,75,87.3
25/03/2025,11:14:15,1.63,0.55,1.7,1.5,0.2,39,75,87.3
25/03/2025,11:14:20,1.63,0.56,1.7,1.5,0.2,39,75,87.3
25/03/2025,11:14:25,1.63,0.56,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:14:30,1.63,0.56,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:14:35,1.63,0.55,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:14:40,1.64,0.56,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:14:45,1.65,0.56,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:14:50,1.66,0.55,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:14:55,1.67,0.55,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:15:00,1.67,0.55,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:15:05,1.67,0.55,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:15:10,1.67,0.55,1.7,1.5,0.2,40,75,87.3
25/03/2025,11:15:15,1.67,0.55,1.7,1.5,0.2,41,75,87.3
25/03/2025,11:15:20,1.68,0.55,1.7,1.5,0.2,41,75,87.3
25/03/2025,11:15:25,1.67,0.55,1.7,1.5,0.2,41,75,87.3
25/03/2025,11:15:30,1.67,0.55,1.7,1.5,0.2,41,75,87.3
25/03/2025,11:15:35,1.67,0.55,1.7,1.5,0.2,41,75,87.3
25/03/2025,11:15:40,1.67,0.55,1.7,1.5,0.2,41,75,87.3
25/03/2025,11:15:45,1.68,0.55,1.7,1.5,0.2,41,75,87.3
25/03/2025,11:15:50,1.68,0.55,1.7,1.5,0.2,42,75,87.3
25/03/2025,11:15:55,1.69,0.55,1.7,1.5,0.2,42,75,87.3
25/03/2025,11:16:00,1.7,0.55,1.7,1.5,0.2,42,75,87.3
25/03/2025,11:16:05,1.7,0.55,1.7,1.5,0.2,42,75,87.3
25/03/2025,11:16:10,1.65,0.56,1.7,1.5,0.2,42,75,87.4
25/03/2025,11:16:15,1.66,0.55,1.7,1.5,0.2,42,75,87.4
25/03/2025,11:16:20,1.66,0.56,1.7,1.5,0.2,42,75,87.4
25/03/2025,11:16:25,1.66,0.55,1.7,1.5,0.2,43,75,87.4
25/03/2025,11:16:30,1.66,0.56,1.7,1.5,0.2,43,75,87.4
25/03/2025,11:16:35,1.65,0.56,1.7,1.5,0.2,43,75,87.4
25/03/2025,11:16:40,1.65,0.56,1.7,1.5,0.2,43,75,87.4
25/03/2025,11:16:45,1.64,0.56,1.7,1.5,0.2,44,75,87.4
25/03/2025,11:16:50,1.64,0.56,1.7,1.5,0.2,44,75,87.4
25/03/2025,11:16:55,1.64,0.56,1.7,1.5,0.2,44,75,87.4
25/03/2025,11:17:00,1.64,0.56,1.7,1.5,0.2,44,75,87.4
25/03/2025,11:17:05,1.64,0.56,1.7,1.5,0.2,44,75,87.4
25/03/2025,11:17:10,1.64,0.56,1.7,1.5,0.2,45,75,87.4
25/03/2025,11:17:15,1.64,0.56,1.7,1.5,0.2,45,75,87.4
25/03/2025,11:17:20,1.64,0.56,1.7,1.5,0.2,46,75,87.4
25/03/2025,11:17:25,1.65,0.56,1.7,1.5,0.2,46,75,87.4
25/03/2025,11:17:30,1.66,0.56,1.7,1.5,0.2,47,75,87.4
25/03/2025,11:17:35,1.66,0.56,1.7,1.5,0.2,49,75,87.4
25/03/2025,11:17:40,1.66,0.55,1.7,1.5,0.2,51,75,87.4
25/03/2025,11:17:45,1.66,0.55,1.7,1.5,0.2,60,75,87.4
25/03/2025,11:17:50,1.66,0.55,1.7,1.5,0.2,70,75,87.4
25/03/2025,11:17:55,1.66,0.56,1.7,1.5,0.2,76,75,87.4
25/03/2025,11:18:00,1.66,0.56,1.7,1.5,0.2,86,75,87.4
25/03/2025,11:18:05,1.65,0.56,1.7,1.5,0.2,91,75,87.4
25/03/2025,11:18:10,1.64,0.56,1.7,1.5,0.2,94,75,87.4
25/03/2025,11:18:15,1.64,0.56,1.7,1.5,0.2,95,75,87.4
25/03/2025,11:18:20,1.63,0.56,1.7,1.5,0.2,95,75,87.4
25/03/2025,11:18:25,1.63,0.56,1.7,1.5,0.2,94,75,87.4
25/03/2025,11:18:30,1.63,0.56,1.7,1.5,0.2,94,75,87.4
25/03/2025,11:18:35,1.62,0.56,1.7,1.5,0.2,94,75,87.4
25/03/2025,11:18:40,1.62,0.56,1.7,1.5,0.2,94,75,87.4
25/03/2025,11:18:45,1.62,0.56,1.7,1.5,0.2,94,75,87.4
25/03/2025,11:18:50,1.62,0.56,1.7,1.5,0.2,94,75,87.4
25/03/2025,11:18:55,1.62,0.56,1.7,1.5,0.2,93,75,87.4
25/03/2025,11:19:00,1.62,0.56,1.7,1.5,0.2,93,75,87.4
25/03/2025,11:19:05,1.61,0.56,1.7,1.5,0.2,93,75,87.4
25/03/2025,11:19:10,1.61,0.56,1.7,1.5,0.2,92,75,87.4
25/03/2025,11:19:15,1.61,0.56,1.7,1.5,0.2,92,75,87.4
25/03/2025,11:19:20,1.6,0.56,1.7,1.5,0.2,92,75,87.4
25/03/2025,11:19:25,1.59,0.56,1.7,1.5,0.2,91,75,87.4
25/03/2025,11:19:30,1.59,0.56,1.7,1.5,0.2,91,75,87.4
25/03/2025,11:19:35,1.59,0.56,1.7,1.5,0.2,91,75,87.4
25/03/2025,11:19:40,1.58,0.56,1.7,1.5,0.2,90,75,87.4
25/03/2025,11:19:45,1.57,0.56,1.7,1.5,0.2,90,75,87.4
25/03/2025,11:19:50,1.57,0.56,1.7,1.5,0.2,90,75,87.4
25/03/2025,11:19:55,1.57,0.56,1.7,1.5,0.2,89,75,87.4
25/03/2025,11:20:00,1.57,0.56,1.7,1.5,0.2,89,75,87.4
25/03/2025,11:20:05,1.57,0.56,1.7,1.5,0.2,89,75,87.4
25/03/2025,11:20:10,1.57,0.56,1.7,1.5,0.2,88,75,87.4
25/03/2025,11:20:15,1.57,0.56,1.7,1.5,0.2,88,75,87.4
25/03/2025,11:20:20,1.58,0.56,1.7,1.5,0.2,88,75,87.4
25/03/2025,11:20:25,1.59,0.56,1.7,1.5,0.2,87,75,87.4
25/03/2025,11:20:30,1.6,0.56,1.7,1.5,0.2,87,75,87.4
25/03/2025,11:20:35,1.61,0.56,1.7,1.5,0.2,86,75,87.4
25/03/2025,11:20:40,1.62,0.56,1.7,1.5,0.2,86,75,87.4
25/03/2025,11:20:45,1.64,0.56,1.7,1.5,0.2,86,75,87.4
25/03/2025,11:20:50,1.65,0.56,1.7,1.5,0.2,85,75,87.4
25/03/2025,11:20:55,1.65,0.56,1.7,1.5,0.2,85,75,87.4
25/03/2025,11:21:00,1.65,0.55,1.7,1.5,0.2,84,75,87.4
25/03/2025,11:21:05,1.64,0.56,1.7,1.5,0.2,84,75,87.4
25/03/2025,11:21:10,1.66,0.56,1.7,1.5,0.2,84,75,87.4
25/03/2025,11:21:15,1.65,0.56,1.7,1.5,0.2,84,75,87.4
25/03/2025,11:21:20,1.64,0.56,1.7,1.5,0.2,84,75,87.4
25/03/2025,11:21:25,1.64,0.56,1.7,1.5,0.2,83,75,87.4
25/03/2025,11:21:30,1.63,0.56,1.7,1.5,0.2,83,75,87.4
25/03/2025,11:21:35,1.63,0.56,1.7,1.5,0.2,83,75,87.4
25/03/2025,11:21:40,1.62,0.56,1.7,1.5,0.2,82,75,87.4
25/03/2025,11:21:45,1.62,0.56,1.7,1.5,0.2,82,75,87.4
25/03/2025,11:21:50,1.62,0.56,1.7,1.5,0.2,82,75,87.4
25/03/2025,11:21:55,1.61,0.56,1.7,1.5,0.2,81,75,87.4
25/03/2025,11:22:00,1.61,0.56,1.7,1.5,0.2,81,75,87.4
25/03/2025,11:22:05,1.6,0.56,1.7,1.5,0.2,81,75,87.4
25/03/2025,11:22:10,1.6,0.56,1.7,1.5,0.2,81,75,87.4
25/03/2025,11:22:15,1.59,0.56,1.7,1.5,0.2,80,75,87.4
25/03/2025,11:22:20,1.57,0.56,1.7,1.5,0.2,80,75,87.4
25/03/2025,11:22:25,1.55,0.56,1.7,1.5,0.2,80,75,87.4
25/03/2025,11:22:30,1.54,0.56,1.7,1.5,0.2,80,75,87.4
25/03/2025,11:22:35,1.52,0.56,1.7,1.5,0.2,80,75,87.4
25/03/2025,11:22:40,1.5,0.56,1.7,1.5,0.2,80,75,87.4
25/03/2025,11:22:45,1.54,0.56,1.7,1.5,0.2,80,75,87.3
25/03/2025,11:22:50,1.52,0.56,1.7,1.5,0.2,80,75,87.3
25/03/2025,11:22:55,1.52,0.56,1.7,1.5,0.2,80,75,87.3
25/03/2025,11:23:00,1.51,0.56,1.7,1.5,0.2,79,75,87.3
25/03/2025,11:23:05,1.51,0.56,1.7,1.5,0.2,79,75,87.3
25/03/2025,11:23:10,1.5,0.56,1.7,1.5,0.2,79,75,87.3
25/03/2025,11:23:15,1.52,0.56,1.7,1.5,0.2,79,75,87.2
25/03/2025,11:23:20,1.52,0.56,1.7,1.5,0.2,79,75,87.2
25/03/2025,11:23:25,1.51,0.56,1.7,1.5,0.2,79,75,87.2
25/03/2025,11:23:30,1.5,0.56,1.7,1.5,0.2,79,75,87.2
25/03/2025,11:23:35,1.53,0.56,1.7,1.5,0.2,79,75,87.1
25/03/2025,11:23:40,1.51,0.56,1.7,1.5,0.2,79,75,87.1
25/03/2025,11:23:45,1.52,0.56,1.7,1.5,0.2,79,75,87
25/03/2025,11:23:50,1.51,0.56,1.7,1.5,0.2,79,75,87
25/03/2025,11:23:55,1.53,0.56,1.7,1.5,0.2,79,75,86.9
25/03/2025,11:24:00,1.5,0.56,1.7,1.5,0.2,78,75,86.9
25/03/2025,11:24:05,1.52,0.56,1.7,1.5,0.2,78,75,86.8
25/03/2025,11:24:10,1.5,0.56,1.7,1.5,0.2,78,75,86.8
25/03/2025,11:24:15,1.53,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:24:20,1.53,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:24:25,1.52,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:24:30,1.52,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:24:35,1.51,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:24:40,1.51,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:24:45,1.51,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:24:50,1.51,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:24:55,1.5,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:25:00,1.5,0.56,1.7,1.5,0.2,78,75,86.7
25/03/2025,11:25:05,1.54,0.56,1.7,1.5,0.2,78,75,86.6
25/03/2025,11:25:10,1.53,0.56,1.7,1.5,0.2,78,75,86.6
25/03/2025,11:25:15,1.53,0.56,1.7,1.5,0.2,78,75,86.6
25/03/2025,11:25:20,1.53,0.56,1.7,1.5,0.2,78,75,86.6
25/03/2025,11:25:25,1.52,0.56,1.7,1.5,0.2,79,75,86.6
25/03/2025,11:25:30,1.51,0.56,1.7,1.5,0.2,79,75,86.6
25/03/2025,11:25:35,1.51,0.56,1.7,1.5,0.2,80,75,86.6
25/03/2025,11:25:40,1.5,0.56,1.7,1.5,0.2,80,75,86.6
25/03/2025,11:25:45,1.53,0.56,1.7,1.5,0.2,80,75,86.6
25/03/2025,11:25:50,1.52,0.56,1.7,1.5,0.2,80,75,86.6
25/03/2025,11:25:55,1.52,0.56,1.7,1.5,0.2,79,75,86.6
25/03/2025,11:26:00,1.52,0.56,1.7,1.5,0.2,78,75,86.6
25/03/2025,11:26:05,1.52,0.56,1.7,1.5,0.2,78,75,86.6
25/03/2025,11:26:10,1.51,0.56,1.7,1.5,0.2,77,75,86.6
25/03/2025,11:26:15,1.51,0.56,1.7,1.5,0.2,77,75,86.6
25/03/2025,11:26:20,1.51,0.56,1.7,1.5,0.2,77,75,86.6
25/03/2025,11:26:25,1.5,0.56,1.7,1.5,0.2,77,75,86.6
25/03/2025,11:26:30,1.51,0.56,1.7,1.5,0.2,77,75,86.6
25/03/2025,11:26:35,1.53,0.56,1.7,1.5,0.2,77,75,86.5
25/03/2025,11:26:40,1.53,0.56,1.7,1.5,0.2,77,75,86.5
25/03/2025,11:26:45,1.52,0.56,1.7,1.5,0.2,77,75,86.5
25/03/2025,11:26:50,1.52,0.56,1.7,1.5,0.2,78,75,86.5
25/03/2025,11:26:55,1.52,0.56,1.7,1.5,0.2,78,75,86.5
25/03/2025,11:27:00,1.52,0.56,1.7,1.5,0.2,79,75,86.5
25/03/2025,11:27:05,1.51,0.56,1.7,1.5,0.2,80,75,86.5
25/03/2025,11:27:10,1.5,0.56,1.7,1.5,0.2,81,75,86.5
25/03/2025,11:27:15,1.5,0.56,1.7,1.5,0.2,82,75,86.5
25/03/2025,11:27:20,1.5,0.56,1.7,1.5,0.2,82,75,86.5
25/03/2025,11:27:25,1.54,0.56,1.7,1.5,0.2,81,75,86.4
